VOTER_ID,ELECTION_DATE,ELECTION_TYPE,ELECTION_NAME,VOTED,VOTING_METHOD,PRIMARY_PARTY_VOTED
568310058,2016-03-01,PR,2016 Primary,Y,ED,REP
860474498,2023-11-07,GE,2023 General,Y,ABS,
860474498,2021-11-02,GE,2021 General,Y,ED,
860474498,2020-11-03,GE,2020 General,Y,ED,
860474498,2016-03-01,PR,2016 Primary,Y,ED,REP
847250398,2023-11-07,GE,2023 General,Y,ABS,
847250398,2020-11-03,GE,2020 General,Y,EV,
847250398,2018-06-12,PR,2018 Primary,Y,EV,REP
477896277,2024-11-05,GE,2024 General,Y,ED,
477896277,2023-11-07,GE,2023 General,Y,ABS,
477896277,2023-06-20,PR,2023 Primary,Y,ED,REP
477896277,2022-11-08,GE,2022 General,Y,EV,
477896277,2020-11-03,GE,2020 General,Y,ED,
477896277,2016-11-08,GE,2016 General,Y,EV,
411254113,2021-11-02,GE,2021 General,Y,EV,
411254113,2019-11-05,GE,2019 General,Y,EV,
411254113,2017-11-07,GE,2017 General,Y,ED,
935966295,2022-11-08,GE,2022 General,Y,ED,
935966295,2021-11-02,GE,2021 General,Y,ED,
935966295,2019-11-05,GE,2019 General,Y,ED,
501821297,2024-11-05,GE,2024 General,Y,EV,
501821297,2024-06-18,PR,2024 Primary,Y,ED,REP
501821297,2022-06-21,PR,2022 Primary,Y,ED,REP
501821297,2020-06-23,PR,2020 Primary,Y,EV,REP
501821297,2019-11-05,GE,2019 General,Y,ED,
408668408,2023-06-20,PR,2023 Primary,Y,ED,
408668408,2020-11-03,GE,2020 General,Y,EV,
408668408,2018-11-06,GE,2018 General,Y,EV,
408668408,2017-11-07,GE,2017 General,Y,ED,
199585411,2024-11-05,GE,2024 General,Y,ED,
199585411,2023-11-07,GE,2023 General,Y,EV,
199585411,2022-11-08,GE,2022 General,Y,EV,
199585411,2019-11-05,GE,2019 General,Y,ABS,
199585411,2018-11-06,GE,2018 General,Y,ED,
199585411,2018-06-12,PR,2018 Primary,Y,ED,DEM
199585411,2017-11-07,GE,2017 General,Y,ED,
199585411,2016-03-01,PR,2016 Primary,Y,ED,DEM
971969694,2024-11-05,GE,2024 General,Y,EV,
971969694,2023-11-07,GE,2023 General,Y,ED,
971969694,2022-11-08,GE,2022 General,Y,ED,
971969694,2020-11-03,GE,2020 General,Y,ED,
971969694,2016-11-08,GE,2016 General,Y,ED,
170120064,2024-11-05,GE,2024 General,Y,EV,
170120064,2023-11-07,GE,2023 General,Y,EV,
170120064,2023-06-20,PR,2023 Primary,Y,ED,DEM
170120064,2022-11-08,GE,2022 General,Y,ED,
170120064,2021-11-02,GE,2021 General,Y,EV,
170120064,2020-11-03,GE,2020 General,Y,ED,
498288692,2024-11-05,GE,2024 General,Y,ED,
498288692,2024-06-18,PR,2024 Primary,Y,ED,REP
498288692,2022-11-08,GE,2022 General,Y,ED,
498288692,2021-11-02,GE,2021 General,Y,EV,
498288692,2020-11-03,GE,2020 General,Y,EV,
498288692,2017-11-07,GE,2017 General,Y,ED,
785257010,2023-06-20,PR,2023 Primary,Y,ED,REP
785257010,2022-11-08,GE,2022 General,Y,EV,
785257010,2018-11-06,GE,2018 General,Y,ED,
785257010,2016-11-08,GE,2016 General,Y,ED,
785257010,2016-03-01,PR,2016 Primary,Y,EV,REP
728354912,2023-11-07,GE,2023 General,Y,ABS,
438388789,2024-06-18,PR,2024 Primary,Y,EV,REP
913387344,2023-11-07,GE,2023 General,Y,ED,
192286195,2024-11-05,GE,2024 General,Y,EV,
978466067,2024-11-05,GE,2024 General,Y,ED,
978466067,2021-11-02,GE,2021 General,Y,ED,
978466067,2021-06-08,PR,2021 Primary,Y,EV,DEM
978466067,2020-11-03,GE,2020 General,Y,EV,
978466067,2019-11-05,GE,2019 General,Y,ABS,
978466067,2016-11-08,GE,2016 General,Y,ABS,
846435811,2024-11-05,GE,2024 General,Y,ED,
846435811,2024-06-18,PR,2024 Primary,Y,EV,DEM
846435811,2023-11-07,GE,2023 General,Y,ED,
846435811,2022-11-08,GE,2022 General,Y,ED,
993461003,2024-11-05,GE,2024 General,Y,ED,
993461003,2024-06-18,PR,2024 Primary,Y,EV,
993461003,2023-11-07,GE,2023 General,Y,EV,
993461003,2022-11-08,GE,2022 General,Y,ED,
595881130,2024-11-05,GE,2024 General,Y,EV,
595881130,2024-06-18,PR,2024 Primary,Y,EV,REP
595881130,2022-11-08,GE,2022 General,Y,ABS,
595881130,2022-06-21,PR,2022 Primary,Y,EV,REP
595881130,2020-11-03,GE,2020 General,Y,ED,
595881130,2020-06-23,PR,2020 Primary,Y,ED,REP
595881130,2019-11-05,GE,2019 General,Y,ED,
595881130,2018-11-06,GE,2018 General,Y,EV,
595881130,2018-06-12,PR,2018 Primary,Y,ABS,REP
595881130,2016-11-08,GE,2016 General,Y,EV,
599951473,2023-11-07,GE,2023 General,Y,ED,
282359183,2024-11-05,GE,2024 General,Y,EV,
282359183,2024-06-18,PR,2024 Primary,Y,ED,
282359183,2023-11-07,GE,2023 General,Y,ED,
282359183,2022-11-08,GE,2022 General,Y,ED,
253045844,2022-11-08,GE,2022 General,Y,EV,
253045844,2019-11-05,GE,2019 General,Y,ED,
253045844,2018-11-06,GE,2018 General,Y,EV,
253045844,2016-03-01,PR,2016 Primary,Y,ED,
293589775,2022-11-08,GE,2022 General,Y,ED,
293589775,2021-11-02,GE,2021 General,Y,ED,
293589775,2021-06-08,PR,2021 Primary,Y,EV,REP
293589775,2020-06-23,PR,2020 Primary,Y,EV,REP
293589775,2017-11-07,GE,2017 General,Y,EV,
651575951,2024-11-05,GE,2024 General,Y,ED,
651575951,2024-06-18,PR,2024 Primary,Y,ED,REP
651575951,2021-06-08,PR,2021 Primary,Y,ED,REP
651575951,2016-11-08,GE,2016 General,Y,EV,
390360213,2024-06-18,PR,2024 Primary,Y,ED,REP
390360213,2023-11-07,GE,2023 General,Y,ED,
390360213,2020-11-03,GE,2020 General,Y,EV,
390360213,2019-11-05,GE,2019 General,Y,ED,
390360213,2018-11-06,GE,2018 General,Y,ED,
896053420,2024-11-05,GE,2024 General,Y,ED,
896053420,2023-11-07,GE,2023 General,Y,EV,
896053420,2020-11-03,GE,2020 General,Y,ED,
896053420,2018-11-06,GE,2018 General,Y,ED,
896053420,2017-11-07,GE,2017 General,Y,EV,
896053420,2016-03-01,PR,2016 Primary,Y,EV,DEM
661987206,2024-11-05,GE,2024 General,Y,ED,
661987206,2024-06-18,PR,2024 Primary,Y,EV,REP
661987206,2022-11-08,GE,2022 General,Y,ED,
661987206,2020-11-03,GE,2020 General,Y,ED,
338899188,2024-11-05,GE,2024 General,Y,ED,
338899188,2022-11-08,GE,2022 General,Y,ABS,
338899188,2020-06-23,PR,2020 Primary,Y,EV,REP
338899188,2019-11-05,GE,2019 General,Y,EV,
338899188,2018-11-06,GE,2018 General,Y,ED,
338899188,2016-03-01,PR,2016 Primary,Y,ED,REP
384007049,2024-11-05,GE,2024 General,Y,ED,
384007049,2024-06-18,PR,2024 Primary,Y,EV,
384007049,2022-11-08,GE,2022 General,Y,EV,
384007049,2022-06-21,PR,2022 Primary,Y,ED,
384007049,2021-06-08,PR,2021 Primary,Y,ED,
384007049,2018-11-06,GE,2018 General,Y,ABS,
384007049,2016-11-08,GE,2016 General,Y,EV,
421956934,2024-11-05,GE,2024 General,Y,ED,
421956934,2019-11-05,GE,2019 General,Y,EV,
421956934,2017-11-07,GE,2017 General,Y,ED,
421956934,2016-11-08,GE,2016 General,Y,ABS,
574591565,2024-11-05,GE,2024 General,Y,EV,
574591565,2024-06-18,PR,2024 Primary,Y,ED,DEM
574591565,2020-11-03,GE,2020 General,Y,ED,
574591565,2019-11-05,GE,2019 General,Y,ED,
574591565,2018-11-06,GE,2018 General,Y,ABS,
574591565,2017-11-07,GE,2017 General,Y,ED,
391923807,2024-11-05,GE,2024 General,Y,ED,
877405890,2024-11-05,GE,2024 General,Y,ED,
877405890,2024-06-18,PR,2024 Primary,Y,EV,
877405890,2023-06-20,PR,2023 Primary,Y,EV,
877405890,2022-11-08,GE,2022 General,Y,ED,
877405890,2021-11-02,GE,2021 General,Y,ED,
877405890,2021-06-08,PR,2021 Primary,Y,EV,
877405890,2020-11-03,GE,2020 General,Y,ED,
877405890,2018-11-06,GE,2018 General,Y,ABS,
153148771,2024-11-05,GE,2024 General,Y,EV,
153148771,2024-06-18,PR,2024 Primary,Y,ABS,
153148771,2023-11-07,GE,2023 General,Y,ED,
153148771,2021-11-02,GE,2021 General,Y,ABS,
153148771,2020-11-03,GE,2020 General,Y,EV,
153148771,2019-11-05,GE,2019 General,Y,ABS,
153148771,2018-11-06,GE,2018 General,Y,ED,
153148771,2017-11-07,GE,2017 General,Y,ED,
899591245,2023-11-07,GE,2023 General,Y,EV,
899591245,2021-11-02,GE,2021 General,Y,ABS,
899591245,2020-11-03,GE,2020 General,Y,ED,
899591245,2019-11-05,GE,2019 General,Y,ED,
899591245,2018-11-06,GE,2018 General,Y,ED,
899591245,2017-11-07,GE,2017 General,Y,ED,
414778396,2022-11-08,GE,2022 General,Y,ABS,
414778396,2021-11-02,GE,2021 General,Y,ABS,
414778396,2020-11-03,GE,2020 General,Y,ED,
414778396,2016-11-08,GE,2016 General,Y,ED,
796619784,2022-11-08,GE,2022 General,Y,EV,
796619784,2021-11-02,GE,2021 General,Y,ED,
796619784,2018-11-06,GE,2018 General,Y,ED,
796619784,2017-11-07,GE,2017 General,Y,ED,
516756516,2024-11-05,GE,2024 General,Y,ED,
516756516,2023-11-07,GE,2023 General,Y,ED,
516756516,2022-11-08,GE,2022 General,Y,EV,
595918162,2024-11-05,GE,2024 General,Y,ED,
595918162,2023-11-07,GE,2023 General,Y,ED,
595918162,2021-11-02,GE,2021 General,Y,ED,
595918162,2021-06-08,PR,2021 Primary,Y,ED,
595918162,2020-11-03,GE,2020 General,Y,EV,
595918162,2020-06-23,PR,2020 Primary,Y,EV,
595918162,2018-11-06,GE,2018 General,Y,ED,
595918162,2017-11-07,GE,2017 General,Y,ABS,
595918162,2016-11-08,GE,2016 General,Y,EV,
821252726,2021-06-08,PR,2021 Primary,Y,ED,DEM
821252726,2020-11-03,GE,2020 General,Y,ABS,
821252726,2017-11-07,GE,2017 General,Y,ED,
530448855,2022-11-08,GE,2022 General,Y,EV,
748523009,2023-06-20,PR,2023 Primary,Y,EV,
129658094,2024-11-05,GE,2024 General,Y,ABS,
385766802,2024-06-18,PR,2024 Primary,Y,ED,REP
385766802,2023-06-20,PR,2023 Primary,Y,ABS,REP
385766802,2022-11-08,GE,2022 General,Y,ED,
385766802,2021-11-02,GE,2021 General,Y,EV,
385766802,2021-06-08,PR,2021 Primary,Y,ED,REP
385766802,2020-11-03,GE,2020 General,Y,ED,
385766802,2019-11-05,GE,2019 General,Y,ABS,
385766802,2018-11-06,GE,2018 General,Y,ED,
385766802,2018-06-12,PR,2018 Primary,Y,ED,REP
385766802,2016-11-08,GE,2016 General,Y,ED,
385766802,2016-03-01,PR,2016 Primary,Y,ABS,REP
449069597,2023-11-07,GE,2023 General,Y,ED,
449069597,2022-11-08,GE,2022 General,Y,ABS,
449069597,2021-11-02,GE,2021 General,Y,ED,
449069597,2020-11-03,GE,2020 General,Y,ED,
449069597,2018-06-12,PR,2018 Primary,Y,ED,
284423041,2024-11-05,GE,2024 General,Y,ABS,
284423041,2020-11-03,GE,2020 General,Y,ED,
701576895,2024-11-05,GE,2024 General,Y,ED,
701576895,2024-06-18,PR,2024 Primary,Y,EV,REP
701576895,2021-11-02,GE,2021 General,Y,ABS,
170401522,2020-11-03,GE,2020 General,Y,ABS,
170401522,2019-11-05,GE,2019 General,Y,ED,
170401522,2018-11-06,GE,2018 General,Y,ABS,
170401522,2017-11-07,GE,2017 General,Y,ED,
236203942,2024-06-18,PR,2024 Primary,Y,EV,REP
236203942,2020-06-23,PR,2020 Primary,Y,ED,REP
236203942,2016-03-01,PR,2016 Primary,Y,ED,REP
910655739,2024-11-05,GE,2024 General,Y,EV,
910655739,2022-11-08,GE,2022 General,Y,EV,
910655739,2022-06-21,PR,2022 Primary,Y,EV,REP
910655739,2021-11-02,GE,2021 General,Y,ED,
910655739,2020-11-03,GE,2020 General,Y,EV,
910655739,2020-06-23,PR,2020 Primary,Y,ED,REP
910655739,2019-11-05,GE,2019 General,Y,EV,
910655739,2017-11-07,GE,2017 General,Y,EV,
910655739,2016-11-08,GE,2016 General,Y,ED,
910655739,2016-03-01,PR,2016 Primary,Y,ED,REP
794728043,2020-11-03,GE,2020 General,Y,ED,
794728043,2016-11-08,GE,2016 General,Y,ED,
794728043,2016-03-01,PR,2016 Primary,Y,EV,
568072450,2024-11-05,GE,2024 General,Y,ED,
568072450,2024-06-18,PR,2024 Primary,Y,ED,DEM
568072450,2023-11-07,GE,2023 General,Y,EV,
568072450,2022-11-08,GE,2022 General,Y,ED,
568072450,2021-11-02,GE,2021 General,Y,EV,
907509543,2023-11-07,GE,2023 General,Y,EV,
907509543,2022-11-08,GE,2022 General,Y,EV,
907509543,2021-11-02,GE,2021 General,Y,ABS,
907509543,2020-11-03,GE,2020 General,Y,ED,
907509543,2019-11-05,GE,2019 General,Y,EV,
907509543,2018-11-06,GE,2018 General,Y,ED,
907509543,2017-11-07,GE,2017 General,Y,ED,
342015499,2024-11-05,GE,2024 General,Y,ABS,
342015499,2023-11-07,GE,2023 General,Y,ED,
342015499,2022-11-08,GE,2022 General,Y,ED,
342015499,2018-11-06,GE,2018 General,Y,EV,
342015499,2017-11-07,GE,2017 General,Y,ABS,
799891975,2024-11-05,GE,2024 General,Y,ED,
799891975,2023-11-07,GE,2023 General,Y,EV,
799891975,2022-06-21,PR,2022 Primary,Y,EV,
799891975,2021-11-02,GE,2021 General,Y,ED,
799891975,2020-11-03,GE,2020 General,Y,ED,
799891975,2019-11-05,GE,2019 General,Y,ED,
799891975,2018-11-06,GE,2018 General,Y,ED,
799891975,2017-11-07,GE,2017 General,Y,ED,
799891975,2016-11-08,GE,2016 General,Y,EV,
799891975,2016-03-01,PR,2016 Primary,Y,EV,
556131728,2021-11-02,GE,2021 General,Y,ED,
556131728,2020-06-23,PR,2020 Primary,Y,ABS,
556131728,2016-11-08,GE,2016 General,Y,EV,
896599377,2022-11-08,GE,2022 General,Y,EV,
896599377,2021-06-08,PR,2021 Primary,Y,ED,DEM
896599377,2020-11-03,GE,2020 General,Y,ED,
896599377,2016-11-08,GE,2016 General,Y,ED,
703284296,2024-11-05,GE,2024 General,Y,EV,
703284296,2019-11-05,GE,2019 General,Y,EV,
703284296,2018-06-12,PR,2018 Primary,Y,ABS,REP
971581005,2024-11-05,GE,2024 General,Y,EV,
971581005,2023-11-07,GE,2023 General,Y,ABS,
971581005,2022-11-08,GE,2022 General,Y,ED,
971581005,2021-11-02,GE,2021 General,Y,ED,
971581005,2021-06-08,PR,2021 Primary,Y,ED,DEM
971581005,2020-11-03,GE,2020 General,Y,EV,
971581005,2019-11-05,GE,2019 General,Y,ED,
971581005,2018-11-06,GE,2018 General,Y,EV,
971581005,2018-06-12,PR,2018 Primary,Y,ABS,DEM
971581005,2017-11-07,GE,2017 General,Y,ABS,
971581005,2016-11-08,GE,2016 General,Y,ED,
744930437,2024-11-05,GE,2024 General,Y,EV,
744930437,2024-06-18,PR,2024 Primary,Y,EV,REP
744930437,2023-11-07,GE,2023 General,Y,ED,
744930437,2023-06-20,PR,2023 Primary,Y,ED,REP
744930437,2022-11-08,GE,2022 General,Y,ED,
744930437,2020-11-03,GE,2020 General,Y,ED,
744930437,2020-06-23,PR,2020 Primary,Y,ED,REP
744930437,2018-11-06,GE,2018 General,Y,EV,
744930437,2016-11-08,GE,2016 General,Y,ED,
218303468,2024-06-18,PR,2024 Primary,Y,ABS,REP
592342143,2023-11-07,GE,2023 General,Y,ED,
592342143,2022-06-21,PR,2022 Primary,Y,ED,
592342143,2019-11-05,GE,2019 General,Y,EV,
592342143,2017-11-07,GE,2017 General,Y,ED,
494295967,2022-11-08,GE,2022 General,Y,ED,
238309618,2024-11-05,GE,2024 General,Y,EV,
238309618,2022-11-08,GE,2022 General,Y,ED,
238309618,2021-11-02,GE,2021 General,Y,EV,
238309618,2019-11-05,GE,2019 General,Y,EV,
238309618,2016-11-08,GE,2016 General,Y,ABS,
171402243,2024-11-05,GE,2024 General,Y,ED,
171402243,2023-11-07,GE,2023 General,Y,EV,
171402243,2023-06-20,PR,2023 Primary,Y,ED,
171402243,2022-11-08,GE,2022 General,Y,ED,
171402243,2019-11-05,GE,2019 General,Y,EV,
171402243,2016-11-08,GE,2016 General,Y,ED,
171402243,2016-03-01,PR,2016 Primary,Y,ED,
558086339,2020-11-03,GE,2020 General,Y,ABS,
558086339,2018-06-12,PR,2018 Primary,Y,ED,DEM
558086339,2016-11-08,GE,2016 General,Y,EV,
626941508,2020-06-23,PR,2020 Primary,Y,ED,DEM
726881233,2023-11-07,GE,2023 General,Y,ED,
805888557,2022-06-21,PR,2022 Primary,Y,ABS,DEM
805888557,2021-11-02,GE,2021 General,Y,EV,
805888557,2020-11-03,GE,2020 General,Y,EV,
805888557,2020-06-23,PR,2020 Primary,Y,ED,DEM
805888557,2019-11-05,GE,2019 General,Y,ABS,
510833977,2024-11-05,GE,2024 General,Y,EV,
510833977,2024-06-18,PR,2024 Primary,Y,EV,DEM
510833977,2023-06-20,PR,2023 Primary,Y,ED,DEM
510833977,2022-11-08,GE,2022 General,Y,ED,
510833977,2022-06-21,PR,2022 Primary,Y,ED,DEM
510833977,2021-06-08,PR,2021 Primary,Y,ED,DEM
510833977,2020-06-23,PR,2020 Primary,Y,ED,DEM
510833977,2019-11-05,GE,2019 General,Y,EV,
510833977,2016-11-08,GE,2016 General,Y,EV,
510833977,2016-03-01,PR,2016 Primary,Y,ED,DEM
694364236,2024-06-18,PR,2024 Primary,Y,ED,REP
694364236,2019-11-05,GE,2019 General,Y,ED,
694364236,2018-11-06,GE,2018 General,Y,EV,
694364236,2016-11-08,GE,2016 General,Y,ED,
516059851,2024-11-05,GE,2024 General,Y,ED,
516059851,2023-11-07,GE,2023 General,Y,ED,
516059851,2020-11-03,GE,2020 General,Y,ED,
516059851,2019-11-05,GE,2019 General,Y,ED,
516059851,2018-11-06,GE,2018 General,Y,ED,
516059851,2018-06-12,PR,2018 Primary,Y,EV,
516059851,2017-11-07,GE,2017 General,Y,ED,
516059851,2016-11-08,GE,2016 General,Y,ABS,
147031757,2023-11-07,GE,2023 General,Y,ABS,
147031757,2023-06-20,PR,2023 Primary,Y,ED,DEM
147031757,2020-11-03,GE,2020 General,Y,ED,
147031757,2016-03-01,PR,2016 Primary,Y,ED,DEM
453666583,2024-11-05,GE,2024 General,Y,EV,
453666583,2023-11-07,GE,2023 General,Y,EV,
453666583,2022-11-08,GE,2022 General,Y,ABS,
453666583,2019-11-05,GE,2019 General,Y,ED,
453666583,2017-11-07,GE,2017 General,Y,ED,
453666583,2016-11-08,GE,2016 General,Y,EV,
507899679,2024-06-18,PR,2024 Primary,Y,EV,
492309683,2024-11-05,GE,2024 General,Y,ED,
492309683,2024-06-18,PR,2024 Primary,Y,ED,
492309683,2023-11-07,GE,2023 General,Y,ED,
492309683,2021-11-02,GE,2021 General,Y,ED,
492309683,2021-06-08,PR,2021 Primary,Y,ED,
492309683,2020-11-03,GE,2020 General,Y,ED,
492309683,2020-06-23,PR,2020 Primary,Y,ED,
492309683,2019-11-05,GE,2019 General,Y,ED,
492309683,2018-11-06,GE,2018 General,Y,ED,
492309683,2017-11-07,GE,2017 General,Y,EV,
106420084,2023-11-07,GE,2023 General,Y,ED,
106420084,2022-11-08,GE,2022 General,Y,EV,
106420084,2021-06-08,PR,2021 Primary,Y,EV,REP
106420084,2020-11-03,GE,2020 General,Y,ED,
123290626,2024-06-18,PR,2024 Primary,Y,ED,DEM
123290626,2023-11-07,GE,2023 General,Y,ED,
123290626,2020-11-03,GE,2020 General,Y,ED,
123290626,2016-11-08,GE,2016 General,Y,ED,
123290626,2016-03-01,PR,2016 Primary,Y,EV,DEM
878147508,2023-11-07,GE,2023 General,Y,ED,
878147508,2022-11-08,GE,2022 General,Y,ABS,
878147508,2020-11-03,GE,2020 General,Y,EV,
878147508,2020-06-23,PR,2020 Primary,Y,ED,REP
878147508,2018-11-06,GE,2018 General,Y,ED,
878147508,2016-11-08,GE,2016 General,Y,EV,
643677956,2024-06-18,PR,2024 Primary,Y,EV,
643677956,2023-11-07,GE,2023 General,Y,ED,
643677956,2019-11-05,GE,2019 General,Y,ABS,
438222298,2024-11-05,GE,2024 General,Y,EV,
438222298,2023-11-07,GE,2023 General,Y,ED,
438222298,2018-06-12,PR,2018 Primary,Y,EV,REP
438222298,2016-11-08,GE,2016 General,Y,EV,
634409591,2021-11-02,GE,2021 General,Y,ABS,
634409591,2020-11-03,GE,2020 General,Y,EV,
634409591,2020-06-23,PR,2020 Primary,Y,ED,
634409591,2017-11-07,GE,2017 General,Y,ED,
634409591,2016-11-08,GE,2016 General,Y,ED,
743663544,2023-11-07,GE,2023 General,Y,EV,
398267281,2024-11-05,GE,2024 General,Y,ABS,
398267281,2023-11-07,GE,2023 General,Y,ED,
398267281,2023-06-20,PR,2023 Primary,Y,ED,DEM
144986086,2024-11-05,GE,2024 General,Y,ED,
144986086,2023-11-07,GE,2023 General,Y,ED,
144986086,2022-11-08,GE,2022 General,Y,ED,
144986086,2022-06-21,PR,2022 Primary,Y,ED,DEM
144986086,2020-11-03,GE,2020 General,Y,EV,
144986086,2019-11-05,GE,2019 General,Y,ED,
144986086,2016-11-08,GE,2016 General,Y,ED,
264128494,2022-06-21,PR,2022 Primary,Y,EV,DEM
755545337,2022-06-21,PR,2022 Primary,Y,ABS,
755545337,2021-11-02,GE,2021 General,Y,EV,
755545337,2020-11-03,GE,2020 General,Y,ABS,
755545337,2016-03-01,PR,2016 Primary,Y,ED,
414107655,2024-11-05,GE,2024 General,Y,EV,
414107655,2024-06-18,PR,2024 Primary,Y,ED,REP
414107655,2023-06-20,PR,2023 Primary,Y,EV,REP
414107655,2021-11-02,GE,2021 General,Y,ED,
414107655,2020-11-03,GE,2020 General,Y,ED,
414107655,2020-06-23,PR,2020 Primary,Y,EV,REP
414107655,2019-11-05,GE,2019 General,Y,ABS,
414107655,2018-11-06,GE,2018 General,Y,EV,
414107655,2017-11-07,GE,2017 General,Y,EV,
414107655,2016-11-08,GE,2016 General,Y,ED,
633004989,2020-11-03,GE,2020 General,Y,ABS,
129911556,2022-11-08,GE,2022 General,Y,ED,
129911556,2021-11-02,GE,2021 General,Y,ED,
129911556,2021-06-08,PR,2021 Primary,Y,ED,REP
129911556,2020-11-03,GE,2020 General,Y,ED,
129911556,2020-06-23,PR,2020 Primary,Y,EV,REP
334097644,2024-11-05,GE,2024 General,Y,ED,
334097644,2022-11-08,GE,2022 General,Y,ABS,
334097644,2021-06-08,PR,2021 Primary,Y,ED,REP
334097644,2020-11-03,GE,2020 General,Y,ED,
334097644,2020-06-23,PR,2020 Primary,Y,EV,REP
180152447,2022-11-08,GE,2022 General,Y,ED,
180152447,2022-06-21,PR,2022 Primary,Y,ABS,REP
180152447,2021-11-02,GE,2021 General,Y,ED,
180152447,2019-11-05,GE,2019 General,Y,ED,
180152447,2018-06-12,PR,2018 Primary,Y,EV,REP
246786040,2024-11-05,GE,2024 General,Y,ED,
246786040,2024-06-18,PR,2024 Primary,Y,ED,DEM
246786040,2022-11-08,GE,2022 General,Y,EV,
246786040,2021-11-02,GE,2021 General,Y,ED,
246786040,2020-11-03,GE,2020 General,Y,ED,
246786040,2018-06-12,PR,2018 Primary,Y,ED,DEM
246786040,2017-11-07,GE,2017 General,Y,ED,
246786040,2016-11-08,GE,2016 General,Y,EV,
556012552,2021-11-02,GE,2021 General,Y,ED,
473534240,2018-11-06,GE,2018 General,Y,ED,
237445335,2022-11-08,GE,2022 General,Y,EV,
790250484,2024-11-05,GE,2024 General,Y,ED,
790250484,2023-11-07,GE,2023 General,Y,ED,
790250484,2022-06-21,PR,2022 Primary,Y,ED,REP
790250484,2021-11-02,GE,2021 General,Y,ED,
790250484,2020-11-03,GE,2020 General,Y,EV,
790250484,2019-11-05,GE,2019 General,Y,ED,
790250484,2018-06-12,PR,2018 Primary,Y,ED,REP
169710448,2023-11-07,GE,2023 General,Y,ABS,
169710448,2023-06-20,PR,2023 Primary,Y,ED,
169710448,2022-11-08,GE,2022 General,Y,ED,
169710448,2021-06-08,PR,2021 Primary,Y,ED,
169710448,2018-11-06,GE,2018 General,Y,EV,
169710448,2016-11-08,GE,2016 General,Y,ED,
169710448,2016-03-01,PR,2016 Primary,Y,ED,
156686948,2022-11-08,GE,2022 General,Y,ED,
156686948,2021-11-02,GE,2021 General,Y,ABS,
156686948,2020-11-03,GE,2020 General,Y,ED,
156686948,2019-11-05,GE,2019 General,Y,ED,
149775531,2024-11-05,GE,2024 General,Y,EV,
149775531,2023-11-07,GE,2023 General,Y,ABS,
149775531,2020-11-03,GE,2020 General,Y,ED,
149775531,2020-06-23,PR,2020 Primary,Y,ABS,DEM
149775531,2019-11-05,GE,2019 General,Y,ABS,
149775531,2018-11-06,GE,2018 General,Y,EV,
149775531,2018-06-12,PR,2018 Primary,Y,ED,DEM
149775531,2016-11-08,GE,2016 General,Y,EV,
360385581,2024-11-05,GE,2024 General,Y,ED,
360385581,2024-06-18,PR,2024 Primary,Y,ED,REP
360385581,2023-11-07,GE,2023 General,Y,ED,
360385581,2021-11-02,GE,2021 General,Y,ED,
360385581,2020-11-03,GE,2020 General,Y,ED,
360385581,2017-11-07,GE,2017 General,Y,ED,
360385581,2016-11-08,GE,2016 General,Y,EV,
850268628,2022-11-08,GE,2022 General,Y,ED,
850268628,2021-11-02,GE,2021 General,Y,ED,
850268628,2020-11-03,GE,2020 General,Y,ED,
850268628,2017-11-07,GE,2017 General,Y,EV,
850268628,2016-11-08,GE,2016 General,Y,ED,
636970842,2024-11-05,GE,2024 General,Y,EV,
636970842,2023-11-07,GE,2023 General,Y,EV,
636970842,2021-11-02,GE,2021 General,Y,EV,
636970842,2019-11-05,GE,2019 General,Y,EV,
636970842,2016-11-08,GE,2016 General,Y,ED,
941549820,2024-06-18,PR,2024 Primary,Y,ABS,REP
941549820,2023-11-07,GE,2023 General,Y,ED,
941549820,2023-06-20,PR,2023 Primary,Y,ED,REP
941549820,2022-11-08,GE,2022 General,Y,ED,
930386149,2024-11-05,GE,2024 General,Y,ABS,
930386149,2024-06-18,PR,2024 Primary,Y,ED,DEM
930386149,2023-11-07,GE,2023 General,Y,ED,
930386149,2022-06-21,PR,2022 Primary,Y,EV,DEM
930386149,2020-11-03,GE,2020 General,Y,ED,
930386149,2019-11-05,GE,2019 General,Y,EV,
930386149,2018-11-06,GE,2018 General,Y,ABS,
930386149,2018-06-12,PR,2018 Primary,Y,ED,DEM
930386149,2016-11-08,GE,2016 General,Y,ABS,
930386149,2016-03-01,PR,2016 Primary,Y,ED,DEM
704894343,2024-11-05,GE,2024 General,Y,ED,
376828850,2023-11-07,GE,2023 General,Y,ABS,
376828850,2019-11-05,GE,2019 General,Y,ABS,
376828850,2016-11-08,GE,2016 General,Y,ABS,
659155913,2020-11-03,GE,2020 General,Y,EV,
810698553,2023-11-07,GE,2023 General,Y,EV,
810698553,2023-06-20,PR,2023 Primary,Y,ABS,
810698553,2021-11-02,GE,2021 General,Y,ABS,
810698553,2021-06-08,PR,2021 Primary,Y,EV,
810698553,2020-11-03,GE,2020 General,Y,ED,
810698553,2020-06-23,PR,2020 Primary,Y,ED,
810698553,2018-11-06,GE,2018 General,Y,ED,
810698553,2017-11-07,GE,2017 General,Y,ED,
297816975,2021-06-08,PR,2021 Primary,Y,ED,REP
297816975,2019-11-05,GE,2019 General,Y,ED,
